"","Column","lat","lng","label_place_of_publication","X20","city","country","language","dates_of_reprints","date","Column1","date.3","cartodb_id","translator_s","title","publisher","number_of_printings_and_or_editions","sales_figures_if_known","link_to_cover","link_to_sound_file_of_title","notes","source__w__worldcat__it__index_translationum","X_column","Column.23"
"587",300,52.33048426059,4.85507595038372,"Amsterdam ","Amsterdam ","Amsterdam ","Netherlands","Dutch","0",2014,"01/01/2014 00:00","",300,"Babet Mossel; Marja Pruis","Jane Eyre","Athenaeum-Polak & Van Gennep","1",NA,"","","","WorldCat",NA,""
"588",155,47.5730959667711,19.007001796955,"Budapest","Budapest","Budapest","Hungary","Hungarian","0",2014,"01/01/2014 00:00","",155,"Kiss Zsuzsa","Jane Eyre","Ulpius-ház","1",NA,"https://www.dropbox.com/s/p7uwmnzk9pktc9x/2014%20Zsuzsa.jpeg?dl=0","","","WorldCat",NA,""
"589",245,40.671840464009,14.5810428390365,"Angri","Angri","Salerno","Italy","Italian","0",2014,"01/01/2014 00:00","",211,"Francesco Torraca","Jane Eyre","Editrice Gaia","1",NA,"","","Stated to be 2nd edition; no 1st edition has been traced. With an introduction by Erica D'Antuono","SBN",NA,""
"590",248,45.4748686584129,NA,"Vicenza","Vicenza","Vicenza","Italy","Italian","0",2014,"01/01/2014 00:00","",248,"Monica Pareschi","Jane Eyre","Neri Pozza","1",NA,"","","With an introduction by Tracy Chevalier","SBN",NA,""
"591",232,45.4021596903108,9.21363315164975,"Milan","Milan","Milan","Italy","Italian","0",2014,"01/01/2014 00:00","",232,"Stella Sacchini","Jane Eyre","Feltrinelli","1",NA,"","","Postface by Remo Ceserani","SBN",NA,""
"592",NA,12.9136682280306,77.5213272913801,"Bengalaru","Bengalaru","Bengalaru","India","Kannada","0",2014,"01/01/2014 00:00","",NA,"Śyāmalā Mādhava (ಶ್ಯಾಮಲಾ ಮಾಧವ)","ಜೇನ್ ಏರ್ / Jane Eyre","Tēju Pablikēṣans","",NA,"","","","",NA,""
"593",394,37.5194127134876,126.925368531025,"Seoul","Seoul","Seoul","South Korea","Korean","2017",2014,"01/01/2014 00:00","",393,"Na, SunSook","제인 에어 / Jane Eyre","The Classic (더클래식)","2",NA,"","","","",NA,""
"594",284,47.8212666567159,106.868564420034,"Ulan Bator","Ulan Bator","Ulan Bator","Mongolia","Mongolian","0",2014,"01/01/2014 00:00","",284,"D. Altanchimeg","ЖейнЭйр: Шарлотте Бронтегийн бутээлээс хэсэгчлэн авав / Jyeyn Eyr: Sharlotte Brontyegiyn buteelees hesegchlen avav / Jane Eyre: An Excerpt taken from Charlotte Brontë's work","Bolor Sudar Publishing","1",NA,"","","Excerpts included in a volume titled ""Delhiyn songodog zohioluud' (Selected World's Classics)","",NA,""
"595",196,35.7887525337955,51.3722006878961,"Tehran","Tehran","Tehran","Iran","Persian","0",2014,"01/01/2014 00:00","",196,"Armin Hedayati","Jane Eyre /جین ایر","Bongah-e tarjomeh va nashr-e ketab-e parseh","1",NA,"https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/3%20Cover%20images/Persian/2014%20Hedayati.JPEG?role=personal","https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/4%20Sound%20files%20of%20title%20and%20author/Persian/2014%20Hedayati.m4a?role=personal","Abridged illustrated version","National Library of Iran: http://www.nlai.ir/",NA,""
"596",194,35.772370076107,51.2974202874262,"Tehran","Tehran","Tehran","Iran","Persian","0",2014,"01/01/2014 00:00","",194,"ʻAtefeh Moradmand","Jane Eyre /جین ایر","Atefeh Moradmand","1",NA,"https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/3%20Cover%20images/Persian/2014%20Moradmand.JPEG?role=personal","https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/4%20Sound%20files%20of%20title%20and%20author/Persian/2014%20Moradmand.m4a?role=personal","Abridged","National Library of Iran: http://www.nlai.ir/",NA,""
"597",NA,-23.5061296475826,-46.5736500646282,"São Paulo","São Paulo","São Paulo","Brazil ","Portuguese","0",2014,"01/01/2014 00:00","",NA,"Carlos Duarte and Anna Duarte","Jane Eyre","Martin Claret","1",NA,"","","","",NA,""
"598",416,41.565192935146,2.18983987606133,"Barberá del Vallés","Barberá del Vallés","Barcelona","Spain","Spanish","2016",2014,"01/01/2014 00:00","",419,"Benjamin Briggent","Jane Eyre","Plutón","2",NA,"https://www.dropbox.com/s/gp1x6w0ci8dayrz/2014_Briggent.jpg?dl=0","","","OT (2013)",NA,""
"599",451,40.3408006194134,-3.75736591067251,"Madrid","Madrid","Madrid","Spain","Spanish","0",2014,"01/01/2014 00:00","",418,"Sara Torrico","Jane Eyre","Susaeta","1",NA,"","","Abridgement for children. This Spanish version was later translated into Czech and published in Říčany (2018)","OT (2013)",NA,""
"600",528,41.1170466358303,29.0766702147696,"Istanbul","Istanbul","Istanbul","Turkey","Turkish","0",2014,"01/01/2014 00:00","",527,"M. Ali Ayyıldız","Jane Eyre","Gugukkuşu Yayınları","1",NA,"","","Abridged and illustrated","National Library of Turkey",NA,""
"601",NA,36.0934115199573,120.370402546127,"Qingdao","Qingdao","Qingdao","China","Chinese","0",2015,"01/01/2015 00:00","",NA,"Biqing Xie (谢碧卿) ","简爱 / Jianai / Jane Eyre","Qingdao Press","1",NA,"","","Illustrated by Li Huang (黄丽) ","",NA,""
"602",NA,45.8755911802408,126.623357375338,"Harbin","Harbin","Harbin","China","Chinese","0",2015,"01/01/2015 00:00","",NA,"Guokui Zhang（张国奎)","简爱 / Jianai / Jane Eyre","Harbin Publishing House","",NA,"","","","",NA,""
"603",NA,43.8434800365639,87.6418122785452,"Urumqi","Urumqi","Urumqi","China","Chinese","0",2015,"01/01/2015 00:00","",NA,"Jiayuan Fang (方家元) ","简爱 / Jianai / Jane Eyre","Xinjiang Meishu Sheying Press","",NA,"","","","",NA,""
"604",NA,22.8320169221255,108.359674049793,"Nanning","Nanning","Nanning","China","Chinese","0",2015,"01/01/2015 00:00","",NA,"Wei Yang (杨伟) and Xiaoli Li (李晓丽）","简爱 / Jianai / Jane Eyre","Jieli Press","",NA,"","","","",NA,""
"605",69,55.6269597545184,12.5697373654806,"Copenhagen","Copenhagen","Copenhagen","Denmark","Danish","0",2015,"01/01/2015 00:00","",69,"Christiane Rohde","Jane Eyre","Rosenkilde","2",NA,"","","2016 edition is with Lindhardt og Ringhof","http://bibliografi.dk/content.php?page=author&value=13323",NA,""
"606",NA,41.6856247095641,44.7971652076748,"Tbilisi","Tbilisi","Tbilisi","Georgia","Georgian","0",2015,"","",NA,"Tamar Maghradze (თამარ მაღრაძე) and Zeinab Khakhanashvili (ზეინაბ ხახანაშვილი)","ჯეინ ეარი / Jane Eyre","Palitra L ","",NA,"","","Source: Jay Dillon Rare Books + Manuscripts","",NA,""
"607",106,52.5562127496252,13.4944282420248,"Berlin","Berlin","Berlin","Germany","German","0",2015,"01/01/2015 00:00","",107,"Melanie Walz","Jane Eyre: Eine Autobiographie","Suhrkamp/Insel","1",NA,"https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/3%20Cover%20images/German/2015%20Walz.png?role=personal","","Listed as 'neu übersetzt' ('newly translated')","",NA,""
"608",195,35.6825693838039,51.3350356793176,"Tehran","Tehran","Tehran","Iran","Persian","0",2015,"01/01/2015 00:00","",195,"Leyla Jahani","Jane Eyre /جین ایر","Mahya","1",NA,"https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/3%20Cover%20images/Persian/2015%20Jahani.png?role=personal","https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/4%20Sound%20files%20of%20title%20and%20author/Persian/2015%20Jahani.m4a?role=personal","Abridged","National Library of Iran: http://www.nlai.ir/",NA,""
"609",175,34.6649899829309,50.9597497058861,"Qom","Qom","Qom","Iran","Persian","0",2015,"01/01/2015 00:00","",175,"Majid Qolami Shahedi","Jane Eyre /جین ایر","Navid Zohur","1",NA,"https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/3%20Cover%20images/Persian/2015%20Qolami%20Shahedi.JPEG?role=personal","https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/4%20Sound%20files%20of%20title%20and%20author/Persian/2015%20Qolami%20Shahedi.m4a?role=personal","","National Library of Iran: http://www.nlai.ir/",NA,""
"610",470,6.83890024713868,79.933637655194,"Colombo","Colombo","Colombo","Sri Lanka","Sinhalese","0",2015,"01/01/2015 00:00","",470,"Pramitha Rohini Wanigaratne","Jane Eyre","Sarasavi Publishing","1",NA,"https://www.dropbox.com/s/csq3ner7fz6na5d/2015%20Wanigaratne.jpg?dl=0","","","WorldCat",NA,""
"611",500,39.8655692236501,32.8481852994206,"Ankara","Ankara","Ankara","Turkey","Turkish","0",2015,"01/01/2015 00:00","",528,"Göksu Birol","Jane Eyre","Yason Yayınları","1",NA,"","","","National Library of Turkey",NA,""
"612",82,29.9742804423244,31.275182806239,"Giza","39 Khatem Al Morsaleen St. Omranya, Giza, Egypt","Giza","Egypt","Arabic","0",2016,"01/01/2016 00:00","",75,"Unknown","Jane Eyre /جین ایر","Bayt al-Lughāt al-Duwaliyya","1",NA,"","","Bilingual edition, used to teach English","",NA,""
"613",542,25.1812645567034,55.326301765371,"Dubai","Dubai","Dubai","United Arab Emirates","Arabic","0",2016,"01/01/2016 00:00","",542,"Unknown","Jane Eyre /جین ایر","Dār Al Hudhud For Publishing and Distribution","1",NA,"","","Translation of a 're-telling' for children by Gill Tavner (2009)","",NA,""
"614",NA,34.2028131958161,108.984519916852,"Xi'an","Xi'an","Xi'an","China","Chinese","0",2016,"01/01/2016 00:00","",NA,"Feng Yu (枫雨)","简爱 / Jianai / Jane Eyre","Sanqin Press","",NA,"","","","",NA,""
"615",NA,22.8253084543272,108.229746641377,"Nanning","Nanning","Nanning","China","Chinese","0",2016,"01/01/2016 00:00","",NA,"Hongliang Tao (陶红亮）","简爱 / Jianai / Jane Eyre","Jiangsu Renmin Publishing House","",NA,"","","","",NA,""
"616",NA,30.5774711068087,104.135786259704,"Chengdu","Chengdu","Chengdu","China","Chinese","0",2016,"01/01/2016 00:00","",NA,"Jinghao Zhang (张经浩)","简爱 / Jianai / Jane Eyre","Sichuan Shaonian Ertong Publishing House","",NA,"","","","",NA,""
"617",NA,39.9674294967998,116.490461453221,"Beijing","Beijing","Beijing","China","Chinese","0",2016,"01/01/2016 00:00","",NA,"Qing Run (青闰)","简爱 / Jianai / Jane Eyre","China Zhigong Press","",NA,"","","","",NA,""
"618",NA,25.0172410751164,121.568747548762,"Taipei","Taipei","Taipei","Taiwan","Chinese","0",2016,"01/01/2016 00:00","",NA,"Xuanzhu Zhang (张玄竹)","简爱 / Jianai / Jane Eyre","Taiwan Shangwu Press","",NA,"","","","",NA,""
"619",NA,30.662367542165,114.352236033804,"Wuhan","Wuhan","Wuhan","China","Chinese","0",2016,"01/01/2016 00:00","",NA,"Yi Zheng (郑毅)","简爱 / Jianai / Jane Eyre","Changjiang Press","",NA,"","","","",NA,""
"620",NA,28.744817290376,115.869217426273,"Nanchang","Nanchang","Nanchang","China","Chinese","0",2016,"01/01/2016 00:00","",NA,"Yihong Liu (刘益宏)","简爱 / Jianai / Jane Eyre","Jiangxi Meishu Publishing House","",NA,"","","","",NA,""
"621",NA,45.7702173895669,126.436018047108,"Harbin","Harbin","Harbin","China","Chinese","0",2016,"01/01/2016 00:00","",NA,"Zhonglei Cui (崔钟雷)","简爱 / Jianai / Jane Eyre","Heilongjiang Meishu Publishing House","",NA,"","","","",NA,""
"622",74,56.4291922091367,10.3279394853098,"Mørke","Mørke","Syddjurs","Denmark","Danish","0",2016,"01/01/2016 00:00","",73,"Luise Hemmer Pihl","Jane Eyre","Grevas","1",NA,"","","","http://bibliografi.dk/content.php?page=author&value=13323",NA,""
"623",407,37.4668982115472,127.024974090024,"Seoul","Seoul","Seoul","South Korea","Korean","0",2016,"01/01/2016 00:00","",407,"Park, JungSook","제인 에어 / Jane Eyre","Brown Hill (브라운힐)","1",NA,"","","","",NA,""
"624",176,38.0564785334383,46.2118423102452,"Tabriz","Tabriz","Tabriz","Iran","Persian","0",2016,"01/01/2016 00:00","",176,"Batul Jaʻfarzadeh","Jane Eyre /جین ایر","Yaran & Azarbaijan","1",NA,"","","Abridged","National Library of Iran: http://www.nlai.ir/",NA,""
"625",198,35.6442464560011,51.480062849741,"Tehran","Tehran","Tehran","Iran","Persian","0",2016,"01/01/2016 00:00","",198,"Mahta Labafi","Jane Eyre /جین ایر","Shahr-i qesseh","1",NA,"https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/3%20Cover%20images/Persian/2016%20Labafi.jpg?role=personal","https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/4%20Sound%20files%20of%20title%20and%20author/Persian/2016%20Labafi.m4a?role=personal","Translation of an adaptation for children by Maggie Pearson (2011)","National Library of Iran: http://www.nlai.ir/",NA,""
"626",197,35.7192038334647,51.4551263948582,"Tehran","Tehran","Tehran","Iran","Persian","0",2016,"01/01/2016 00:00","",197,"Sepideh Habibi","Jane Eyre /جین ایر","Mo'aseseh-ye negaresh-e elektronik-e ketab","1",NA,"https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/3%20Cover%20images/Persian/2016%20Habibi.JPEG?role=personal","https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/4%20Sound%20files%20of%20title%20and%20author/Persian/2016%20Habibi.m4a?role=personal","Abridged illustrated version","National Library of Iran: http://www.nlai.ir/",NA,""
"627",440,41.334111027914,2.14510993639309,"Barcelona","Barcelona","Barcelona","Spain","Spanish","0",2016,"01/01/2016 00:00","",443,"Alejandro Pareja Rodríguez","Jane Eyre","Austral","3",NA,"","","First Barcelona edition of the translation originally published in Madrid in 2001. Source: M. Ortega Sáez, Traduccioes del franquismo en el mercado literario español contemporáneo: el caso de Jane Eyre de Juan G. de Luaces. PhD dissertation. Universidad de Barcelona, 2013, appendix","OT (2013)",NA,""
"628",441,41.409224410477,2.21192871218849,"Barcelona","Barcelona","Barcelona","Spain","Spanish","0",2016,"01/01/2016 00:00","",444,"Nuria González Esteban","Jane Eyre","Ediciones B","1",NA,"https://www.dropbox.com/s/jfmgyhors9x7uqv/2016_Gonz%C3%A1lez%20Esteban.jpg?dl=0","","Source: M. Ortega Sáez, Traduccioes del franquismo en el mercado literario español contemporáneo: el caso de Jane Eyre de Juan G. de Luaces. PhD dissertation. Universidad de Barcelona, 2013, appendix","OT (2013)",NA,""
"629",529,40.9465879280115,28.9434764453706,"Istanbul","Istanbul","Istanbul","Turkey","Turkish","0",2016,"01/01/2016 00:00","",529,"Nilgün Erzik","Jane Eyre","Epsilon Yayınevi","1",NA,"","","Abridged","National Library of Turkey",NA,""
"630",532,41.0238757809619,28.8941646230437,"İstanbul","İstanbul","İstanbul","Turkey","Turkish","0",2016,"01/01/2016 00:00","",530,"Sibel Alaş","Jane Eyre","Büyülü Fener Yayıncılık","1",NA,"","","Abridged 'Children's Classics'","National Library of Turkey",NA,""
"631",549,21.05227306767,105.927120174021,"Hà Nội ","Hà Nội ","Hà Nội ","Vietnam","Vietnamese","0",2016,"01/01/2016 00:00","",549,"Y Thư Trịnh","Jane Eyre","Nhà Xuất Bản Văn Học","1",NA,"","","Includes F.H.Townsend's illustrations","WorldCat",NA,""
"632",490,36.2674574476394,37.1745020432088,"Aleppo","Aleppo","Aleppo","Syria","Arabic","0",2017,"01/01/2017 00:00","",490,"Aḥmad Nabīl al-Anṣārī","Jane Eyre /جین ایر","Dār al-Nahj; Dār al-Firdaws","1",NA,"","","Abridged","",NA,""
"633",75,30.1481316786244,31.2425070586591,"Cairo","6b, Gawad Hosni Street, Abdeen, Cairo, Egypt, 22613","Cairo","Egypt","Arabic","0",2017,"01/01/2017 00:00","",76,"Unknown","Jane Eyre /جین ایر","Dār al-Alif Publishing House for Printing and Distribution","1",NA,"","","","",NA,""
"634",270,32.0390223880433,35.9831193391204,"Amman","Al-Hussein Street, Building 12, Amman, Jordan","Amman","Jordan","Arabic","0",2017,"01/01/2017 00:00","",270,"Yūsif ʿAṭā al-Ṭarīfī","Jane Eyre /جین ایر","Al-Ahliyya Press","1",NA,"","","","",NA,""
"635",NA,30.7596812577285,104.110117785231,"Chengdu","Chengdu","Chengdu","China","Chinese","0",2017,"01/01/2017 00:00","",NA,"Di Fan (范蒂)","简爱 / Jianai / Jane Eyre","Tiandi Press","",NA,"","","","",NA,""
"636",NA,43.8005502705819,125.390759915725,"Changchun","Changchun","Changchun","China","Chinese","0",2017,"01/01/2017 00:00","",NA,"Donghai Xie (谢东海)","简爱 / Jianai / Jane Eyre","Jilin Wenshi Press","",NA,"","","精解速读 ('reader to understand the essence quickly') ","",NA,""
"637",NA,39.9773417866651,116.444354337485,"Beijing","Beijing","Beijing","China","Chinese","0",2017,"01/01/2017 00:00","",NA,"Fubo Tan (谭付波)","简爱 / Jianai / Jane Eyre","China International Radio Press","",NA,"","","精解速读 ('reader to understand the essence quickly') ","",NA,""
"638",NA,39.9961273851201,116.405518130896,"Beijing","Beijing","Beijing","China","Chinese","0",2017,"01/01/2017 00:00","",NA,"Hongchang Cai (蔡红昌)","简爱 / Jianai / Jane Eyre","Foreign Language Press","",NA,"","","","",NA,""
"639",NA,45.8093037486077,126.544139042542,"Harbin","Harbin","Harbin","China","Chinese","0",2017,"01/01/2017 00:00","",NA,"Qian Lei (雷倩)","简爱 / Jianai / Jane Eyre","Heilongjiang Meishu Publishing House","",NA,"","","","",NA,""
"640",NA,45.8823189612944,126.44976346353,"Harbin","Harbin","Harbin","China","Chinese","0",2017,"01/01/2017 00:00","",NA,"Qingfeng Jiao (焦庆峰) ","简爱 / Jianai / Jane Eyre","Heilongjiang Meishu Publishing House","",NA,"","","","",NA,""
"641",NA,32.0180648420225,118.795400936257,"Nanjing","Nanjing","Nanjing","China","Chinese","0",2017,"01/01/2017 00:00","",NA,"Rongyue Liu (刘荣跃)","简爱 / Jianai / Jane Eyre","Jiangsu Wenyi Publishing House","",NA,"","","","",NA,""
"642",NA,38.5448275041073,106.251648860357,"Yinchuan","Yinchuan","Yinchuan","China","Chinese","0",2017,"01/01/2017 00:00","",NA,"Shuqin Zhao (赵书琴)","简爱 / Jianai / Jane Eyre","Ningxia Renmin Jiaoyu Press","",NA,"","","","",NA,""
"643",NA,40.0137544898179,116.484662791559,"Beijing","Beijing","Beijing","China","Chinese","0",2017,"01/01/2017 00:00","",NA,"Tian Sang (桑田)","简爱 / Jianai / Jane Eyre","Beijing University of Technology Press","",NA,"","","足本解读 ('complete translation')","",NA,""
"644",NA,22.9119461854565,108.403137795879,"Nanning","Nanning","Nanning","China","Chinese","0",2017,"01/01/2017 00:00","",NA,"Tianfei Cao (曹天飞)","简爱 / Jianai / Jane Eyre","Guangxi Normal University Press","",NA,"","","","",NA,""
"645",NA,22.406174327713,114.077214608213,"Hong Kong","Hong Kong","Hong Kong","Hong Kong","Chinese","0",2017,"01/01/2017 00:00","",NA,"Xiangmei Wu (吴湘湄)","简爱 / Jianai / Jane Eyre","Chenxing Press","",NA,"","","","",NA,""
"646",NA,39.8511474055566,116.465850273737,"Beijing","Beijing","Beijing","China","Chinese","0",2017,"01/01/2017 00:00","",NA,"Yanbo Liu (刘彦波)","简爱 / Jianai / Jane Eyre","Beijing University of Technology Press","",NA,"","","","",NA,""
"647",138,38.0211393392979,23.7802890713822,"Athens","Athens","Athens","Greece","Greek","0",2017,"01/01/2017 00:00","",138,"Theodora Darvirē (Θεοδώρα Δαρβίρη)","Τζέιν Έιρ / Jane Eyre","Susaeta","1",NA,"https://www.dropbox.com/s/bxkiuuyymv0ktdo/2017_Darvir%C4%93.jpg?dl=0","","Juvenile edition","ΒΙΒΛΙΟΝΕΤ (Εθνικού Κέντρου Βιβλίου)",NA,""
"648",235,45.5696557534054,9.27680702243863,"Milan","Milan","Milan","Italy","Italian","0",2017,"01/01/2017 00:00","",235,"Carlo Pagetti","Jane Eyre","Einaudi","1",NA,"","","","",NA,""
"649",200,35.5985013678411,51.2869331658032,"Tehran","Tehran","Tehran","Iran","Persian","0",2017,"01/01/2017 00:00","",200,"Morvarid Qasempur","Jane Eyre /جین ایر","Matn-e digar/Badban","1",NA,"","","","National Library of Iran: http://www.nlai.ir/",NA,""
"650",NA,44.4572162725644,26.0466733350184,"Bucharest","Bucharest","Bucharest","Romania","Romanian","0",2017,"01/01/2017 00:00","",NA,"Graal Soft","Jane Eyre","Rao Books","",NA,"","","Translation by a company, Graal Soft, that offers interpreting and translation services, including literary translation","Libris",NA,""
